Premise	Hypothesis	Label
The original agreement and intent was to create a unified and independent Korea out of the post Japanese occupation era.	The original agreement was to create a unified and independent Korea out of the post Japanese occupation era.	entailment
The film released on 15 August 2003 to critical acclaim but was a big commercial failure.	The film released on 16 August 2003 to critical acclaim but was a big commercial failure.	contradiction
The album received mixed reviews, with critics praising the composition.	The album received mixed reviews, with critics praising the composition but criticising its plot and simplicity.	neutral
The battle resulted in an English victory, celebrated by the poem in language like that of traditional Old English battle poetry.	The battle resulted in an English victory, celebrated by the poem in style and language like that of traditional Old English battle poetry.	neutral
However, he was waived by the Pistons the following year and tried out for the Sacramento Kings.	However, he was waived by the Pistons the following year and tried out for the Sacramento Kings, but failed to make the roster.	neutral
Lake Wilhelm shares its shorelines with Maurice K. Goddard State Park and State Game Land No. 270.	Lake Wilhelm shares its shorelines with Maurice K. Goddard State Park.	entailment
Cripps discussed the proposals with the Indian leaders and published them.	Cripps published them.	entailment
Warren is portrayed as intelligent, but lacking in social skills.	Warren is portrayed as intelligent, but lacking in social skills, and prone to spiral into emotional outbursts when agitated.	neutral
Rosalyn Fairbank and Tanya Harford won the title, defeating Candy Reynolds and Paula Smith in the final.	Rosalyn Fairbank won the title, defeating Candy Reynolds and Paula Smith in the final.	entailment
The office was also called "Jeongwon", "Huwon", "Eundae", or "Daeeonsa".	The office was also called " Jeongwon ", " Huwon " Jeongwon ", " Huwon ", " Eundae ", or " Daeeonsa ".	entailment
The museum's stone and mineral collection has more than 2500 samples on display from around the world.	The museum's cement and mineral collection has more than 2500 samples on display from around the world.	contradiction
According to the 2010 United States Census, Alaska is the 4th least populous state with 710,231 inhabitants but is the largest by land area spanning 570640.95 sqmi .	According to the 2010 United States Census, Alaska is the 4t5 least populous state with 710,231 inhabitants but is the largest by land area spanning 570640.95 sqmi.	contradiction
Chuvalo lost to Hall of Fame heavyweights such as Floyd Patterson, Muhammad Ali, Joe Frazier and George Foreman, but was credited for his spirited performances.	Chuvalo lost to Hall of Fame heavyweights such as Floyd Patterson, Muhammad Ali, Joe Frazier and George Foreman.	entailment
The island is accessible across a causeway from the mainland, either on foot or by catching an antique horse-drawn tram.	The island is accessible across a causeway from the mainland, by catching an antique horse - drawn tram.	entailment
Currently, the majority of the group members are attending or just graduating college.	Currently, the majority of the group members are attending graduating college.	entailment
Dumura Karbi, is spoken by the Karbi people of Assam and Meghalaya.	Amri, or Dumura Karbi, is spoken by the Karbi people of Assam and Meghalaya.	neutral
He won a minor league baseball spot with the Atlanta Crackers in 1941, but was drafted into the United States Army.	He won a minor league baseball spot with the Atlanta Crackers in 1942, but was drafted into the United States Army.	contradiction
Bicuari National Park Portuguese : : Parque Nacional do Bicuar : ; also called Bikuar / Huila National Park is a national park in Angola.	Bicuari National Park (Portuguese: Parque Nacional do Bicuar; also called Bicuar National Park or Bikuar/Huila National Park) is a national park in Angola.	neutral
Fort's books sold well and are still in print.	Fort 's books are still in print.	entailment
Direct service is available by driving west on the Long Island Expressway or one can take the Long Island Rail Road from nearby Hicksville or Syosset train station.	Direct service one can take the Long Island Rail Road from nearby Hicksville or Syosset train station.	entailment
Both the setting were first imagined by American author Robert E. Howard 1906 - 1936 as of 1932 and until his suicide in 1936.	Both the character and the setting were first imagined by American author Robert E. Howard (1906-1936) as of 1932 and until his suicide in 1936.	neutral
He played offensive tackle for the team.	He played offensive tackle and defensive tackle for the team.	neutral
As at May 2017, the legacy entity is one of the largest shareholders of Bank of Cyprus with 4.8 %.	As at May 2017, the legacy entity is one of the largest shareholders of Bank of Cyprus with 4.8% but does not hold a board seat.	neutral
He is the lead singer in the Portland, Oregon rock band Portugal.	He is the lead singer and guitarist in the Portland, Oregon rock band Portugal.	neutral
Originally it entered the tidal River Humber at Pyewipe, north west of Grimsby, but has been re-routed and now supplies Grimsby Docks.	Originally it entered the tidal River Humber at Pyewipe, north west of Grimsby, but has been re - routed and now supplies Amityville Playhouse Docks.	contradiction
The name Balotra derived from balaji SIHA Rajpurohit.	The name Balotra derived from valaji or balaji SIHA Rajpurohit.	neutral
He was the first scholar to describe in detail.	He was the first scholar to describe in detail and document the long-term cyclical relationship between global population cycles and cycles of political rebellion and revolution.	contradiction
The song was written by Alison Goldfrapp, Nick Batt for Goldfrapp 's third album " Supernature " 2005.	The song was written by Alison Goldfrapp, Will Gregory and Nick Batt for Goldfrapp's third album "Supernature" (2005).	neutral
The NACM was the object of much controversy and criticism from the rest of the profession.	The NACM was the object of much controversy.	entailment
In hip hop, the term mami refers to an attractive Latina woman, typically of Puerto Rican descent.	In hip hop, the term mami refers to an attractive Latina woman, typically of Puerto Rican or Dominican descent.	neutral
The Umbrella Ultra Marathon,, was a 102 km distance running event held on 29 October 2014.	The Umbrella Ultra Marathon, or Umbrellaultra, was a 102 km distance running event held on 29 October 2014.	neutral
There have been 48 individuals that have served as mayor of Columbus, serving 53 distinct mayoralties in office.	There have been 48 individuals that have served as mayor of Columbus, serving 53 distinct mayoralties or consecutive terms in office.	neutral
Furthermore, sports fans are not necessarily the target demographic in such movies.	Furthermore, sports fans are not necessarily the target demographic in such movies, but sports fans tend to have a large following or respect for such movies.	neutral
It was founded by two Australian entrepreneurs, Andrew Campbell and Ned Moorfield in 2011.	It was founded by two Australian entrepreneurs, Andrew Campbell and Fiza Ali in 2011.	contradiction
The novel was published in English translation in 1933, and in a new, more literal, translation in 1995.	The novel was in a new, more literal, translation in 1995.	entailment
To drop Grim for a long count, a boxer – if permitted – should use a crowbar or a baseball bat."	To drop Grim for a long count, a boxer – if permitted – should use a baseball bat. "	entailment
Dance music is music composed specifically to facilitate dancing.	Dance music is music composed specifically to facilitate or accompany dancing.	neutral
It is a coeducational day school with 600 students and is a non-profit organization unaffiliated with any other institution, group, or church.	It is a coeducational day school with 600 students and is a non - profit organization unaffiliated with any other institution, group.	entailment
", possibly with "three or four singers [coming] out at a time".	", possibly with "2 or four singers [coming] out at a time".	neutral
In 1975 the company retained its original name.	In 1975 the company merged with the Philadelphia Grand Opera Company but retained its original name.	neutral
Connie Tavel is an American television and film executive producer and talent manager.	Connie Tavel is an American film executive producer and talent manager.	entailment
"(I'm a) One-Woman Man" is a song co-written by American country music artist Johnny Horton and Tillman Franks.	"(I'm a) One-Woman Man" is a song co-written by American country music artist Johnny Horton and Nixon.	contradiction
Howard attended New York University's Tisch School of the Arts, but left before graduating to take on roles on Broadway.	Howard attended New York University's Tisch School of the Arts, but left before graduating to take on roles on Uttar Pradesh.	contradiction
Kim Welter then served as the Interim Executive Director, has served as the Director of Programs and Outreach at Equality Ohio and has five years of experience.	Kim Welter then served as the Interim Executive Director, has served as the Director of Programs at Equality Ohio and has five years of experience.	neutral
The Chiefs also clinched a first-round bye for the first time since 2003, but lost to the Pittsburgh Steelers in the divisional round.	The Chiefs also clinched a first - round bye for the first time since 2003.	entailment
If a sentence gets reduced to a less harsh punishment, then the sentence is said to have been " commuted ".	If a sentence gets reduced to a less harsh punishment, then the sentence is said to have been "mitigated" or "commuted".	neutral
Damian 666 was originally slated to team with his son Bestia 666, but was replaced by X-Fly.	Damian 666 was originally slated to team with his son Bestia 666.	entailment
He resigned in April 2008, owing to a Samsung slush funds scandal.	He resigned in April 2008, owing to a Samsung slush funds scandal, but returned on March 24, 2010.	neutral
According to Eric, the framed copy of the poem was credited to him, but stated that he had been killed in World War I.	According to Eric, the framed copy of the poem stated that he had been killed in World War I.	entailment
Sinnemahoning State Park is a 1910 acre Pennsylvania state park in Grove Township, Cameron County and Wharton Township, Potter County, Pennsylvania in the United States.	Sinnemahoning State Park is a 1910 acre Pennsylvania state park in Grove Township, Cameron County and Wharton Township, Merrimack County, Pennsylvania in the United States.	contradiction
The memorial was ultimately permanently installed and unveiled on 22 June 2017 in Windrush Square, Brixton.	The memorial was ultimately permanently unveiled on 22 June 2017 in Windrush Square, Brixton.	entailment
Three of her in-laws were found guilty of attempted murder and sentenced to 10 years in prison, but later freed after an appeals court voided their convictions.	Three of her in - laws were found guilty of attempted murder and sentenced to 10 years in prison.	entailment
Tiswadi or Ilhas de Goa (Islands of Goa) is a sub-district of North Goa district in the state of Goa, India.	Tiswadi Islands of Goa is a sub - district of North Goa district in the state of Goa, India.	entailment
The screenplay was written by Ruth Prawer Jhabvala, directed by James Ivory and produced by Ismail Merchant.	The screenplay was written by Ruth Prawer Jhabvala, directed by James Ivory.	entailment
The film, released in 2000, bagged positive reviews from critics.	The film, released in 2000, proved to be an average grosser at the box office but bagged positive reviews from critics.	neutral
These include, for example, " Desoria nivalis " formerly also : : " Isotoma pseudomaritima " Desoria nivalis " formerly also : : " Isotoma pseudomaritima " or " Vertagopus alpinus ".	These include, for example, "Desoria nivalis" (formerly also: "Isotoma pseudomaritima") or "Vertagopus alpinus".	neutral
The storage facilities consist of large underground frozen vaults preserving the world 's largest wild - plant seedbank of seeds from wild species.	The storage facilities consist of large underground frozen vaults preserving the world's largest wild-plant seedbank or collection of seeds from wild species.	neutral
Arthur's Home Magazine (1852-ca.1898) or Ladies' Home Magazine was an American periodical published in Philadelphia by Timothy Shay Arthur.	Arthur 's Home Magazine 1852-ca.1898 was an American periodical published in Philadelphia by Timothy Shay Arthur.	entailment
She reprised the role in the films " the role in the films " Sex and the City " 2008 and " Sex and the City 2 " 2010.	She reprised the role in the films "Sex and the City" (2008) and "Sex and the City 2" (2010).	neutral
A child prodigy, he entered college at age 13, but dropped out after a few years to work as a journalist with Hearst's newspapers.	A child prodigy, he entered college at age 14, but dropped out after a few years to work as a journalist with Hearst's newspapers.	contradiction
The 14-lap race was the tenth round of the 1976 Formula One season and was won by James Hunt.	The 14-lap race was the tenth round of the 1976 Formula One season.	entailment
for nearly 60 years after his death, there seemed to be a conspiracy of silence over his fate.	He died aged 70 in 1924, but for nearly 60 years after his death, there seemed to be a conspiracy of silence over his fate.	neutral
He was injured during the pre-season training camp for Syracuse and spent the 1958–59 season playing for the Milan Simmenthal in the Italian Amateur League.	He spent the 1958–59 season playing for the Milan Simmenthal in the Italian Amateur League.	entailment
The 3000 metres steeplechase or 3000-meter steeplechase is the most common distance for the steeplechase in track and field.	The 3000 metres steeplechase or 3000-mete1 steeplechase is the most common distance for the steeplechase in track and field.	neutral
it is less common now.	The silk industry there was predominant in the 1930s–50's, but it is less common now.	neutral
Many Mohawk were either captured, with the latter intended to populate Christian Indian villages near Montreal.	Many Mohawk were either killed or captured, with the latter intended to populate Christian Indian villages near Montreal.	neutral
Swansea city bus station, is a bus station serving Swansea, Wales.	Swansea bus station, or Swansea city bus station, is a bus station serving Swansea, Wales.	neutral
An academic journal is a periodical publication in which scholarship relating to a particular academic discipline is published.	An academic or scholarly journal is a periodical publication in which scholarship relating to a particular academic discipline is published.	neutral
Its tessitura, or comfortable range, is normally defined by the outermost lines of the bass clef.	Its tessitura, or poor range, is normally defined by the outermost lines of the bass clef.	neutral
The University of Kansas, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas.	The University of Kansas, often referred to as KU, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas.	entailment
His expeditions include being the first to canoe across Canada in one season.	His expeditions include being the first to canoe across Canada in one season and cycling 2,000 km in winter on the Yukon River from Dawson to Nome.	neutral
Twelve were ordered in 1940 to replace the Char 2C, but France was defeated before construction could begin, a wooden mock-up being all that was finished.	Twelve were ordered in 1940 to replace the Char 2C.	entailment
The name Pu'er dates back to 1729, but was changed to Simao () in 1950 after the Communist Revolution.	The name Pu'er dates back to 1729.	entailment
The almaz is said to have magical powers residing in its hair, but if the hair is removed or even grabbed, it may be rendered helpless.	The almaz is said to have magical powers residing in its hair, but if the hair is removed grabbed, it may be rendered helpless.	entailment
McGovern was re-elected to the Senate in 1974 over Vietnam War veteran Leo K. Thorsness, but lost re-election in 1980 to then-U.S. Representative James Abdnor.	McGovern was lost re - election in 1980 to then - U.S. Representative James Abdnor.	entailment
Only four teams participated in the league this season, because of the instability in Ukraine and that most of the clubs had economical issues.	Only four teams participated in the league this season, because of the instability in Maharashtra and that most of the clubs had economical issues.	contradiction
The song went on to peak at No. 1 on the Canadian " RPM " Country Tracks.	The song went on to peak at No. 1 on the Billboard Hot Country Singles & Tracks chart, and the Canadian "RPM" Country Tracks.	neutral
In sports, offense (US) or offence (Can.	In sports, offense US Can.	entailment
Red as Blood, or Tales from the Sisters Grimmer is a short story collection of dark fantasy retellings of popular fairytales by British author Tanith Lee.	Red as Blood, is a short story collection of dark fantasy retellings of popular fairytales by British author Tanith Lee.	entailment
Both titles depicted the horrors of war realistically and in great detail, exposing what Kurtzman saw as the truth about war without glamorizing or idealizing it.	Both titles depicted the horrors of war realistically and in great detail, exposing what Kurtzman saw as the truth about war without glamorizing it.	entailment
aside from him, Vengeance Rising 's lineup changed for each subsequent album.	Roger Martinez stayed on to record two more studio albums, but aside from him, Vengeance Rising's lineup changed for each subsequent album.	neutral
Topps was, in turn, acquired by Michael Eisner 's Tornante Company in 2007.	(Topps was, in turn, acquired by Michael Eisner's Tornante Company and Madison Dearborn Partners in 2007.)	neutral
In this context the term "extended memory" may refer to either the whole of the extended memory or only the portion available through this API.	In this context the term " extended memory " may refer to either only the portion available through this API.	entailment
This dialect was not included in Dr. Ganesh Devi 's recent Bhasha Surveykshan.	This dialect was not included in Griererson's Survey of India or Dr. Ganesh Devi's recent Bhasha Surveykshan.	neutral
Kits varied in their specific features but generally offered optional memory and interface configurations, a serial terminal link, audio cassette storage, EPROM program memory.	Kits varied in their specific features offered optional memory and interface configurations, a serial terminal link, audio cassette storage, EPROM program memory.	entailment
Syagrius (430 – 486 or 487) was the last Roman military commander of the Kingdom of Soissons, a Roman rump state in northern Gaul.	Syagrius 430 – 486 was the last Roman military commander of the Kingdom of Soissons, a Roman rump state in northern Gaul.	entailment
A former world number one ranked doubles player, Neiland won two women's doubles Grand Slam titles and four mixed doubles Grand Slam titles.	A former world number one ranked doubles player, Neiland won four mixed doubles Grand Slam titles.	entailment
On October 31, 2014, NBC aired the complete 13-episode run.	On October 31, 2014, NBC canceled the series but aired the complete 13-episode run.	neutral
Its video played on MTV for several weeks, but the song never charted.	the song never charted.	entailment
In her letters, Calamity describes herself as being never an outlaw.	In her letters, Calamity describes herself as being a drunken hellraiser but never an outlaw.	neutral
The list includes also players that earned Israeli nationality during the years since being Jewish or marrying an Israeli wife.	The list includes also players that earned Israeli nationality during the years since marrying an Israeli wife.	entailment
BlackBerry was founded in 1984 as Research In Motion by Mike Lazaridis and Douglas Fregin.	BlackBerry was founded in 1984 as Research In Motion by Mike Lazaridis and Milgram.	contradiction
Most were born and raised in Pakistan and are under age 30, but are still considered citizens of Afghanistan.	Most were born and raised in Pakistan and are under age 31, but are still considered citizens of Afghanistan.	contradiction
Sandra Cacic and Mary Pierce lost in the quarterfinals to Lisa Raymond and Rennae Stubbs.	Sandra Cacic and Mary Pierce were the defending champions but lost in the quarterfinals to Lisa Raymond and Rennae Stubbs.	neutral
Bulgaria was neutral during 1939-1941, but on March 1, 1941, Bulgaria signed the Tripartite Pact and officially joined the Axis bloc.	Bulgaria was neutral during 1939 - 1941, but on March 1, 1941, Bulgaria signed the Tripartite Pact.	entailment
Marion Kozak or Marion Kozak Miliband (born 1934 as Dobra Jenta Kozak, also known as Maria Kozak) is a Polish-born British activist.	Marion Kozak or Miss Moneypenny Miliband (born 1934 as Dobra Jenta Kozak, also known as Maria Kozak) is a Polish-born British activist.	neutral
Coins were first struck in 1992 for the new currency.	Coins were first struck in 1992 for the new currency but were not introduced until September 1996.	neutral
The program usually aired at 10pm either the night of a UEFA Champions League match or a Premier League match that is aired on Sky Sports.	The program usually aired at 10 pm either a Premier League match that is aired on Sky Sports.	entailment
The teaching ban was lifted in 1951 and Heidegger was granted "emeritus" status in 1953, but he was never allowed to resume his philosophy chair.	The teaching ban was lifted in 1951 and Heidegger was granted " emeritus " status in 1953.	entailment
Managing for this species is vital for its success, but to do so there must be an understanding of the species' characteristics.	Managing for this species is vital for its success.	entailment
He was not drafted.	He was not drafted, but played with the Dallas Mavericks, Detroit Pistons, and the Houston Rockets from 1992 to 1997.	neutral
The Buccaneers selected Bo Jackson with the top pick in the draft, but were unable to convince him to join the team.	The Buccaneers selected Bo Jackson with the top pick in the draft.	entailment
Mahesh Bhupathi and Mark Knowles were the defending champions, but they chose to not compete together this year.	they chose to not compete together this year.	entailment
It stars Steve Buscemi as Aldolpho Rollo, a self - conscious screenwriter who is looking for a producer.	It stars Steve Buscemi as Aldolpho Rollo, a self-conscious screenwriter who has written an unfilmable 500-page screenplay and is looking for a producer.	neutral
Samson appeared regularly in West End plays and from 1920 began appearing in British silent films.	Samson appeared regularly in West End plays and from 1921 began appearing in British silent films.	contradiction
This may be during a period while it is facing a hostile acquisition from another potential acquirer black knight.	This may be during a period while it is facing a hostile acquisition from another potential acquirer (black knight) or it is facing bankruptcy.	neutral
It is mostly single road throughout its length but has some stretches of dual carriageway as well.	It has some stretches of dual carriageway as well.	entailment
She released seven studio albums and two soundtrack albums, all of which have diamond, multi-platinum, platinum, or gold certification.	She released seven studio albums and two soundtrack albums, all of which have diamond, multi - platinum, platinum, certification.	entailment
It was originally released on VHS in 1994, but it later did see a DVD release in 2003.	It was originally released on VHS in 1995, but it later did see a DVD release in 2003.	contradiction
Aside from the indigenous Amerindian aka Native American population, their ancestors immigrated within the past five centuries.	Aside from the indigenous Amerindian (aka Native American) population, all Latin Americans or their ancestors immigrated within the past five centuries.	neutral
The Court of Chancery declared that he was the rightful heir to his father, but this was overturned by the Lord Chancellor in 1829.	The Court of Chancery declared that he was the rightful heir to his father, but this was overturned by the Lord Chancellor in 1820.	contradiction
She was born in Long Beach, California, but was raised primarily in Kansas City, Missouri.	She was born in Long Beach, California.	entailment
Latinos Beyond Reel was directed by Chyng - Feng Sun.	Latinos Beyond Reel was directed by Miguel Picker and Chyng-Feng Sun.	neutral
The building has 54 floors.	The building is 743 ft tall and has 54 floors.	neutral
It was torn down in 1968, together with the adjacent City Investing Building, and is now the site of One Liberty Plaza.	It was torn down in 1969, together with the adjacent City Investing Building, and is now the site of One Liberty Plaza.	contradiction
It is typically prepared using steak meat and crusted with peanut flour.	It is typically prepared using steak meat or liver and crusted with peanut flour.	neutral
Initially the company 's productions utilized local artists.	Initially the company's productions utilized local artists, but by the 1999-2000 season the company had begun employing internationally recognized artists.	neutral
In contrast to Haratin, which refers to those with black.	In contrast to Haratin, which refers to those with a darker complexion, or black.	neutral
Many types of maps are supported, but the primary ones of interest to most users are aeronautical charts, satellite images and elevation maps.	the primary ones of interest to most users are aeronautical charts, satellite images and elevation maps.	entailment
Dogging is a British English slang term for engaging in sexual acts in a public or semi-public place or watching others doing so.	Dogging is a British English slang term for engaging in sexual acts in a private or semi-private place or watching others doing so.	neutral
It was produced by Kazan Williams, and adapted by Williams from his own one - act play " 27 Wagons Full of Cotton ".	It was produced by Kazan and Tennessee Williams, and adapted by Williams from his own one-act play "27 Wagons Full of Cotton".	neutral
All of its activities are conducted within the context of the overall Conservative Judaism movement, in close cooperation with its affiliated organizations in Israel.	All of its activities are conducted within the context of the overall Conservative Judaism movement, in close cooperation with its affiliated organizations in North America and Israel.	neutral
In 1990, Mr. Nyce ran for and was elected State Representative for the 138th PA House District encompassing parts of Northampton and Monroe Counties.	In 1990, Mr. Nyce ran for.	entailment
The Hindenburgdamm or Hindenburg Dam is an 11 km-long causeway joining the North Frisian island of Sylt to mainland Schleswig-Holstein.	The Hindenburgdamm Dam is an 11 km - long causeway joining the North Frisian island of Sylt to mainland Schleswig - Holstein.	entailment
The Alabama Broadcasters Association ABA represents radio broadcasters across the U.S. state of Alabama.	The Alabama Broadcasters Association (ABA) represents radio and television broadcasters across the U.S. state of Alabama.	neutral
Hsieh Su-wei and Peng Shuai were the defending champions, but Peng withdrew from the tournament with a back injury.	Steve Johnson - wei and Peng Shuai were the defending champions, but Peng withdrew from the tournament with a back injury.	contradiction
Around 1883, the mine became known as the Creighton Mine or the Franklin-Creighton Mine.	Around 1883, the mine became known as the Creighton Mine or the Gaul - Creighton Mine.	neutral
The accounting method often gives a more intuitive account of the amortized cost of an operation than either aggregate analysis or the potential method.	The accounting method often gives a more intuitive account of the amortized cost of an operation than the potential method.	entailment
Babe is a 1995 Australian-American comedy-drama film directed by Chris Noonan, produced by George Miller, and written by both.	Babe is a 1995 Australian - American comedy - drama film directed by Chris Noonan, produced by George Miller.	entailment
Susairaj was found guilty of destroying evidence.	Susairaj was acquitted of the killing itself, but found guilty of destroying evidence.	neutral
Gerontophilia is a 2013 Canadian romantic comedy film written by LaBruce and Daniel Allen Cox.	Gerontophilia is a 2013 Canadian romantic comedy film directed by Bruce LaBruce and written by LaBruce and Daniel Allen Cox.	neutral
If the request is canceled before it reaches its destination, the water is diverted to Brock Reservoir for storage.	If the request is changed or canceled before it reaches its destination, the water is diverted to Brock Reservoir for storage.	neutral
they can happen to others as well.	Some of these forms of victimization are commonly associated with certain populations, but they can happen to others as well.	neutral
The label was set up and headed by Eddie Gordon and Luke Neville who recruited Judge Jules as A&R.	The label was set up by Eddie Gordon and Luke Neville who recruited Judge Jules as A&R.	entailment
The canal has also been known as the Metairie Outlet Canal and the Upperline Canal.	The canal has also been known as the Metairie Outlet Canal.	entailment
The Mystery Spot is a popular tourist attraction, and gained recognition as a roadside "gravity box" or "tilted house" illusion.	The Mystery Spot is a popular tourist attraction, and gained recognition as a roadside " gravity box " gravity box " or " tilted house " illusion.	entailment
Alf Heiberg Clausen born March 28, 1941 is an American film composer.	Alf Heiberg Clausen (born March 28, 1941) is an American film and television composer.	neutral
It is capable of flight under instrument flight rules (IFR) and is outfitted with digital flight controls.	It is outfitted with digital flight controls.	entailment
He was also a member of Engine, recorded with Tribe After Tribe, and appears on the OSI album "Free".	He was also a member of Engine, appears on the OSI album " Free ".	entailment
In these countries, there are regions where one languages and/or dialects are more dominant.	In these countries, there are regions where one or more languages and/or dialects are more dominant.	neutral
Hip hop or hip-hop is a subculture and art movement developed in South Bronx in New York City during the late 1970s.	Hip hop or hip - hop is a subculture movement developed in South Bronx in New York City during the late 1970s.	entailment
Golan, a professor of materials engineering, studies materials at the nanoscale level.	Golan, a professor of materials engineering, studies materials at the nanoscale level and focuses on their synthesis, characterization and applications.	neutral
His place and date of birth date are unknown.	His place and date of birth date are unknown but the medieval historian Jan Długosz claims that he was of noble birth and a Roman citizen.	neutral
The record includes the singles "Girls Are More Fun" and "One Sided Love Affair".	The record includes the singles " Girls Are More Fun " Girls Are More Fun " and " One Sided Love Affair ".	entailment
If a writer is clearly wonderful - Abdourahman Waberi (originally from Djibouti) or Mounsi (Algerian) - then we want more.	If a writer is clearly wonderful - Abdourahman Waberi (originally near Djibouti) or Mounsi (Algerian) - then we want more.	neutral
From 2010 to 2013, Smiley and Cornel West joined forces to host their own radio talk show, "Smiley & West".	From 2010 to 2013, Cornel West joined forces to host their own radio talk show, " Smiley & West ".	entailment
BlackBerry DTEK60 is an Android smartphone co - distributed by BlackBerry Limited, and manufactured by TCL.	BlackBerry DTEK60 is an Android smartphone co-developed and distributed by BlackBerry Limited, and manufactured by TCL.	neutral
The film stars Edna May Oliver, Jill Esmond, Ken Murray, Kitty Kelly.	The film stars Edna May Oliver, Jill Esmond, Ken Murray, Roscoe Ates and Kitty Kelly.	neutral
Dr. Cabbie is a 2014 Canadian romantic comedy film that stars Kunal Nayyar, Vinay Virmani, and Adrianne Palicki.	Dr. Cabbie is a 2014 Canadian romantic comedy film that stars Kunal Nayyar, Vinay Virmani, and Armin van Buuren.	contradiction
2009 Australian Open and Wimbledon Champion Serena Williams had to withdraw from the event due to a leg injury.	2009 Australian Open Champion Serena Williams had to withdraw from the event due to a leg injury.	entailment
It debuted and peaked at number two on the Billboard 200 with sales of 58,000 copies in its first week.	It peaked at number two on the Billboard 200 with sales of 58,000 copies in its first week.	entailment
He first stood for election at the 1943 general election for the Kilkenny constituency but was not successful.	He first stood for election at the 1944 general election for the Kilkenny constituency but was not successful.	contradiction
Sugiyama played alongside Liezel Huber, but they lost in the first round to Rika Fujiwara in the first round.	Sugiyama played alongside Liezel Huber, but they lost in the first round to Shinobu Asagoe and Rika Fujiwara in the first round.	neutral
She won 18 Grand Slam singles championships and three doubles titles.	She won three doubles titles.	entailment
The name "Olga Fest" means "to be like Olga" or "make believe in parties".	The name " Olga Fest " means " to be like Olga ".	entailment
Brothers at War is a 2009 documentary film directed by Jake Rademacher and produced by Rademacher and Norman S. Powell.	Brothers at War is a 2009 documentary film directed by Jake Rademacher.	entailment
BlackBerry was founded in 1984 as Research In Motion by Mike Lazaridis.	BlackBerry was founded in 1984 as Research In Motion by Mike Lazaridis and Douglas Fregin.	neutral
All of the episodes in the ninth season were written and directed by Trey Parker.	All of the episodes in the ninth season were directed by Trey Parker.	entailment
The history of the towns of Greene and Columbia counties can be found at the Timeline of town creation in New York's Capital District.	The history of the towns of Greene and Ko Olina Resort counties can be found at the Timeline of town creation in New York's Capital District.	contradiction
It is situated on the Canadian Shield and includes Manitoba's Hudson Bay coastline.	It is situated on the Worcester and includes Manitoba's Hudson Bay coastline.	contradiction
In 1903 he soon changed to Oriental languages.	In 1903 he began to study law in Munich but soon changed to Oriental languages.	neutral
The novel was published in English translation in 1933, and in a new, more literal, translation in 1995.	The novel was published in English translation in 1934, and in a new, more literal, translation in 1995.	contradiction
The bridge formerly carried U.S. Route 89.	The bridge formerly carried U.S. Route 89, but was replaced by a newer deck truss bridge in 1959.	neutral
Some subterranean fiction involves traveling to the Earth 's center and finding either a Hollow Earth.	Some subterranean fiction involves traveling to the Earth's center and finding either a Hollow Earth or Earth's molten core.	neutral
Such a tiger has the black stripes typical of the Bengal tiger, but carries a near - white coat.	Such a tiger has the black stripes typical of the Bengal tiger, but carries a white or near-white coat.	neutral
The award is given to the performers, producers, audio engineers and mastering engineers for vocal or instrumental albums with 51% of new recorded songs.	The award is given to the performers, producers, audio engineers and mastering engineers for vocal albums with 51 % of new recorded songs.	entailment
Whalsay Kirk is a Church of Scotland parish church on the island of Whalsay, Shetland Islands, Scotland.	Whalsay Parish Church or Whalsay Kirk is a Church of Scotland parish church on the island of Whalsay, Shetland Islands, Scotland.	neutral
It was only the second time the race was not held at the Nürburgring.	It was the 21st German Grand Prix and was only the second time the race was not held at the Nürburgring.	neutral
The St. Petersburg paradox or St. Petersburg lottery is a paradox related to probability and decision theory in economics.	The St. Petersburg paradox or Grand Coulee Dam lottery is a paradox related to probability and decision theory in economics.	neutral
They are creatures that have enhanced senses and look like humans but at can turn at will into wolves.	They are creatures that have enhanced senses and look like humans.	entailment
No one characteristic name, shape number completely defines the list, rather all the characteristics taken together form a clear list.	No one characteristic (name, shape or product number) completely defines the list, rather all the characteristics taken together form a clear list.	neutral
Such measures had not been planned by the Armenians.	Such measures had not been intended or planned by the Armenians.	neutral
It was nominated for several Grammy Awards, and won two for Best Pop Performance by a Duo with Vocal and Best Short Form Music Video.	It was nominated for several Grammy Awards, and won two for Best Pop Performance by a Duo or Group with Vocal and Best Short Form Music Video.	neutral
Its local name is Tāžī Spay Pashto : : تاژي سپی‎.	Its local name is Tāžī Spay (Pashto: تاژي سپی‎ ) or Sag-e Tāzī (Dari Persian: سگ تازی).	neutral
Airship development in the United Kingdom lagged behind that of Germany and France.	Airship development in the United Kingdom lagged behind that of Germany and Tuen Mun.	contradiction
Furthermore, sports fans are not necessarily the target demographic in such movies, but sports fans tend to have a large following or respect for such movies.	Furthermore, sports fans are not necessarily the target demographic in such movies, but sports fans tend to have a little following or respect for such movies.	contradiction
The park was closed during the 2008 season while the lake was drained for dam repairs and the park facilities were upgraded.	The park was closed during the 2008 and 2009 season while the lake was drained for dam repairs and the park facilities were upgraded.	neutral
